ID;token;entity_type
7840;سيدي;O
7841;بو;O
7842;سعيد;O
7843;قريه;O
7844;جميله;O
7845;صغيره;O
7846;تونس;B-LOC
7847;ساحل;O
7848;البحر;B-LF
7849;الابيض;I-LF
7850;المتوسط;I-LF
7851;القريه;O
7852;جذبت;O
7853;عبر;O
7854;التاريخ;O
7855;العديد;O
7856;الرسامين;O
7857;والكتاب;O
7858;اعجبوا;O
7859;بجمالها;O
7860;الاستثنائي;O
7861;تشتهر;O
7862;القريه;O
7863;بفضل;O
7864;موقعها;O
7865;المطل;O
7866;البحر;O
7867;ومنازلها;O
7868;الجميله;O
7869;اللون;O
7870;الابيض;O
7871;والابواب;O
7872;اللون;O
7873;الازرق;O
7874;السماوي;O
7875;القريه;O
7876;سياحيه;O
7877;بامتياز;O
7878;وتعد;O
7879;اكثر;O
7880;الوجهات;O
7881;جذبا;O
7882;للسياح;O
7883;دوله;O
7884;تونس;B-LOC
7885;صحراء;B-LF
7886;ناميبيا;I-LF
7887;صحراء;B-LF
7888;تقع;O
7889;جنوب;O
7890;قاره;O
7891;افريقيا;B-LOC
7892;تتمتع;O
7893;بجمال;O
7894;رائع;O
7895;ونظيف;O
7896;مزيج;O
7897;الكثبان;B-LF
7898;الرمليه;I-LF
7899;الصفراء;B-LF
7900;الذهبيه;O
7901;والمياه;O
7902;الزرقاء;O
7903;والاشجار;O
7904;الميته;O
7905;والسماء;O
7906;الصافيه;O
7907;سوسوسفلي;O
7908;كلمه;O
7909;تستخدم;O
7910;للاشاره;O
7911;المنطقه;O
7912;المحيطه;O
7913;تعد;O
7914;واحده;O
7915;اهم;O
7916;المعالم;O
7917;السياحيه;O
7918;للزوار;O
7919;ناميبيا;O
7920;بحيره;B-LF
7921;كبري;I-LF
7922;تقع;O
7923;ملاوي;O
7924;وموزمبيق;O
7925;وتنزانيا;B-LOC
7926;بفضل;O
7927;مياهها;O
7928;الصافيه;O
7929;وشواطئها;O
7930;البكر;O
7931;ومحيطها;O
7932;الجبال;B-LF
7933;العاليه;I-LF
7934;الجهات;O
7935;فانها;O
7936;تشكل;O
7937;واحدا;O
7938;افضل;O
7939;المواقع;O
7940;الطبيعيه;O
7941;الخلابه;O
7942;العالم;O
7943;تلقب;O
7944;البحيره;O
7945;باسم;O
7946;بحيره;B-LF
7947;النجوم;I-LF
7948;وذلك;O
7949;بفضل;O
7950;الانتشار;O
7951;الكبير;O
7952;للاضواء;O
7953;فوق;O
7954;البحيره;O
7955;مصدرها;O
7956;الصيادين;O
7957;يقوم;O
7958;بالصيد;O
7959;البحيره;B-LF
7960;خلال;O
7961;الليل;O
7962;وفر;O
7963;تل;B-LF
7964;الاشاره;O
7965;بارتفاع;O
7966;350;O
7967;مترا;O
7968;غرب;O
7969;وسط;O
7970;مدينه;O
7971;كيب;B-LOC
7972;تاون;I-LOC
7973;اطلالات;O
7974;خلابه;O
7975;المدينه;O
7976;وخليج;B-LF
7977;تيبل;I-LF
7978;والمحيط;B-LF
7979;الاطلسي;I-LF
7980;يمكنك;O
7981;مشاهده;B-AC
7982;منظر;I-AC
7983;غروب;I-AC
7984;الشمس;I-AC
7985;واضواء;O
7986;كيب;B-LOC
7987;تاون;I-LOC
7988;المتلالئه;O
7989;حلول;O
7990;الظلام;O
7991;التنزه;O
7992;شواطئ;O
7993;كليفتون;O
7994;وكامبس;O
7995;باي;O
7996;حوالي;O
7997;6;O
7998;وسط;O
7999;كيب;B-LOC
8000;تاون;I-LOC
8001;تتمتع;O
8002;برمال;O
8003;بيضاء;O
8004;تحيط;O
8005;صخور;O
8006;الجرانيت;O
8007;الملساء;O
8008;ومياه;O
8009;زرقاء;O
8010;صافيه;O
8011;ويمكنك;O
8012;لعب;B-AC
8013;كره;I-AC
8014;الطائره;I-AC
8015;والمشي;B-AC
8016;اشجار;O
8017;النخيل;O
8018;والسباحه;B-AC
8019;والغطس;B-AC
8020;زياره;O
8021;جزيره;O
8022;روبن;O
8023;احد;O
8024;معالم;O
8025;السياحه;O
8026;كيب;B-LOC
8027;تاون;I-LOC
8028;ل400;O
8029;سنه;O
8030;قضي;O
8031;نيلسون;O
8032;مانديلا;O
8033;18;O
8034;عاما;O
8035;زنزانه;O
8036;صغيره;O
8037;خلال;O
8038;حقبه;O
8039;الفصل;O
8040;العنصري;O
8041;ويمكنك;O
8042;التجول;O
8043;معالم;O
8044;الجزيره;O
8045;لمعرفه;O
8046;تاريخ;O
8047;جنوب;O
8048;افريقيا;B-LOC
8049;ياره;O
8050;قاعه;O
8051;المدينه;O
8052;وقلعه;O
8053;الرجاء;O
8054;الصالح;O
8055;طراز;O
8056;عصر;O
8057;النهضه;O
8058;الايطاليه;O
8059;والطراز;O
8060;البريطاني;O
8061;تم;O
8062;تصميم;O
8063;برج;O
8064;الجرس;O
8065;بارتفاع;O
8066;60;O
8067;مترا;O
8068;نفس;O
8069;نمط;O
8070;طراز;O
8071;ساعه;O
8072;بيج;O
8073;بن;O
8074;لندن;B-LOC
8075;ويمكنك;O
8076;الحضور;O
8077;لمشاهده;O
8078;عرض;O
8079;لاوكسترا;O
8080;كيب;O
8081;الفيلهارمونيه;O
8082;وزياره;B-AC
8083;قلعه;I-AC
8084;الامل;O
8085;الجيد;O
8086;اقدم;O
8087;مبني;O
8088;حجري;O
8089;جنوب;O
8090;افريقيا;B-LOC
8091;بني;O
8092;كمقر;O
8093;اقامه;O
8094;للحاكم;O
8095;وحمايه;O
8096;المستوطنين;O
8097;الاوائل;O
8098;التجول;O
8099;حي;O
8100;فيكتوريا;B-LOC
8101;والفريد;O
8102;وترفرونت;O
8103;الساحل;O
8104;البحري;O
8105;تتمتع;O
8106;بالمحافظه;O
8107;مبانيها;O
8108;الاثريه;O
8109;القديمه;O
8110;جانب;O
8111;عددا;O
8112;المطاعم;O
8113;والفنادق;O
8114;والمسارح;O
8115;ودور;O
8116;السينما;O
8117;والمتاحف;O
8118;ومعرض;O
8119;للحيوانات;O
8120;المفترسه;O
8121;تتيح;O
8122;للزوار;O
8123;مشاهده;B-AC
8124;الكائنات;I-AC
8125;البحريه;I-AC
8126;الرائعه;O
8127;قرب;O
8128;وزياره;O
8129;بوابه;O
8130;نيلسون;O
8131;مانديلا;O
8132;الواجهه;O
8133;البحريه;O
8134;سلق;O
8135;جبل;B-LF
8136;تيبل;I-LF
8137;يقع;O
8138;داخل;O
8139;جبل;B-LF
8140;تيبل;I-LF
8141;الوطنيه;O
8142;ويصل;O
8143;ارتفاعه;O
8144;1087;O
8145;مترا;O
8146;يتكون;O
8147;الحجر;O
8148;الرملي;O
8149;والاردواز;O
8150;وغالبا;O
8151;تغطي;O
8152;الضباب;O
8153;مفرش;O
8154;تيبل;O
8155;قمه;O
8156;الجبل;B-LF
8157;يضيف;O
8158;بهجه;O
8159;ومهابه;O
8160;للجبل;O
8161;ويمكنك;O
8162;الاستمتاع;B-AC
8163;بمناظر;I-AC
8164;خلابه;I-AC
8165;لمدينه;O
8166;كيب;B-LOC
8167;تاون;I-LOC
8168;اعلي;O
8169;القمه;O
8170;يوجد;O
8171;مقهي;O
8172;بتراس;O
8173;صغير;O
8174;للاستراحه;O
8175;يمكنك;O
8176;التجول;B-AC
8177;داخل;I-AC
8178;الحديقه;I-AC
8179;لرؤيه;O
8180;اكثر;O
8181;1470;O
8182;نوعا;O
8183;الزهور;O
8184;والحيوانات;O
8185;تعد;O
8186;النرويج;B-LOC
8187;افضل;O
8188;10;O
8189;اماكن;O
8190;سياحيه;O
8191;العالم;O
8192;2021;O
8193;الدول;O
8194;الاسكندنافيه;O
8195;منخفضه;O
8196;المخاطر;O
8197;بسبب;O
8198;فيروس;O
8199;كوفيد;O
8200;19;O
8201;ولكنها;O
8202;مليئه;O
8203;بالكثير;O
8204;المغامرات;O
8205;المثيره;O
8206;بفضل;O
8207;بمناظرها;O
8208;الطبيعيه;O
8209;الخلابه;O
8210;وقراها;O
8211;الساحره;O
8212;وجبالها;B-LF
8213;الشامخه;I-LF
8214;القيام;O
8215;برحله;O
8216;السياحه;O
8217;النرويج;B-LOC
8218;بدون;O
8219;مشاهده;O
8220;الشفق;O
8221;القطبي;O
8222;انها;O
8223;تجربه;O
8224;مثيل;O
8225;العالم;O
8226;يفضل;O
8227;زياره;O
8228;مدينه;O
8229;اوسلو;B-LOC
8230;العاصمه;O
8231;مصنفه;O
8232;الاولي;O
8233;عالميا;O
8234;لجوده;O
8235;الحياه;O
8236;وتضم;O
8237;المدينه;O
8238;الكثير;O
8239;معالم;O
8240;سياحيه;O
8241;رائعه;O
8242;قلعه;O
8243;اكيرشوس;O
8244;تستضيف;O
8245;الحفلات;B-AC
8246;الموسيقيه;I-AC
8247;وعددا;O
8248;المهرجانات;B-AC
8249;تعد;O
8250;زمبابوي;O
8251;دول;B-LOC
8252;جنوب;O
8253;افريقيا;B-LOC
8254;تحظي;O
8255;باهتمام;O
8256;واسع;O
8257;سنوات;O
8258;اخيره;O
8259;فهي;O
8260;موطن;O
8261;لاربعه;O
8262;مواقع;O
8263;للتراث;O
8264;العالمي؛;O
8265;شلالات;O
8266;فيكتوريا;B-LOC
8267;ومتنزهات;O
8268;مانا;O
8269;بولز;O
8270;الوطنيه;O
8271;واطلال;O
8272;زيمبابوي;B-LOC
8273;العظمي;O
8274;واطلال;O
8275;كاما;O
8276;وتوفر;O
8277;فرصه;O
8278;القيام;B-AC
8279;برحلات;I-AC
8280;السفاري;I-AC
8281;البريه;O
8282;برفقه;O
8283;الحيوانات;O
8284;البريه;O
8285;المفترسه;O
8286;الاسد;O
8287;والنمر;O
8288;توفر;O
8289;المناظر;O
8290;الطبيعيه;O
8291;المتنوعه;O
8292;العديد;O
8293;فرص;O
8294;التصوير;O
8295;الفريده;O
8296;وفرصه;O
8297;التجديف;B-AC
8298;نهر;B-LF
8299;زامبيزي;I-LF
8300;فان;O
8301;زمبابوي;O
8302;افضل;O
8303;10;O
8304;اماكن;O
8305;سياحيه;O
8306;العالم;O
8307;2021;O
8308;لمن;O
8309;يبحث;O
8310;الاثاره;O
8311;والمتعه;O
8312;تنوعت;O
8313;حضاره;O
8314;فرنسا;B-LOC
8315;الماضي;O
8316;والحاضر;O
8317;دوله;O
8318;جذب;O
8319;سياحي;O
8320;كبير;O
8321;ويعتبر;O
8322;برج;O
8323;ابفل;O
8324;اجمل;O
8325;اماكن;O
8326;السياحه;O
8327;فرنسا;B-LOC
8328;يقع;O
8329;باريس;B-LOC
8330;اجمل;O
8331;الابراج;O
8332;العالم;O
8333;وقوس;O
8334;النصر;O
8335;اجمل;O
8336;اقواس;O
8337;النصر;O
8338;العالم;O
8339;ويقع;O
8340;باريس;B-LOC
8341;شيد;O
8342;لتخليد;O
8343;ذكري;O
8344;المعارك;O
8345;انتصرو;O
8346;اعدائهم;O
8347;متحف;O
8348;اللوفر;O
8349;اكثر;O
8350;المتاحف;O
8351;زياره;O
8352;العالم;O
8353;تعتبر;O
8354;فرنسا;B-LOC
8355;الواقعه;O
8356;اوروبا;B-LOC
8357;الغربيه;O
8358;احدي;O
8359;اكبر;O
8360;الجنات;O
8361;سطح;O
8362;الارض;O
8363;فهي;O
8364;اجمل;O
8365;دول;O
8366;العالم;O
8367;يوجد;O
8368;تضاريس;O
8369;طبيعيه;O
8370;وغابات;B-LF
8371;وبحيرات;B-LF
8372;وانهار;B-LF
8373;كبحر;B-LF
8374;المانش;I-LF
8375;والبحر;B-LF
8376;الابيض;I-LF
8377;المتوسط;I-LF
8378;وسلاسل;B-LF
8379;جبال;I-LF
8380;برانس;I-LF
8381;وجبال;B-LF
8382;الالب;I-LF
8383;برج;O
8384;ايفل;O
8385;يحتل;O
8386;البرج;O
8387;العالم;O
8388;شهره;O
8389;كبيره;O
8390;بمثل;O
8391;شهره;O
8392;دوله;O
8393;فرنسا;B-LOC
8394;بشكل;O
8395;كامل;O
8396;يزيد;O
8397;اكتسب;O
8398;اسمه;O
8399;المهندس;O
8400;صممه;O
8401;المهندس;O
8402;غوستاف;O
8403;ايفل;O
8404;برج;O
8405;شبكي;O
8406;الحديد;O
8407;المصقول;O
8408;تم;O
8409;تشيده;O
8410;عامي;O
8411;1887;O
8412;و1889;O
8413;البرج;O
8414;رمزا;O
8415;ثقافيا;O
8416;عالميا;O
8417;لفرنسا;B-LOC
8418;يتم;O
8419;استخدام;O
8420;اللغه;O
8421;الانجليزيه;B-LG
8422;نطاق;O
8423;واسع;O
8424;المدن;O
8425;الكبري;O
8426;والمواقع;O
8427;السياحيه;O
8428;فرنسا;B-LOC
8429;وستجد;O
8430;السكان;O
8431;المحلين;O
8432;دوما;O
8433;استعداد;O
8434;للمساعده;O
8435;كانوا;O
8436;يتحدثون;B-LG
8437;الانجليزيه;I-LG
8438;يونيو;O
8439;اغسطس;O
8440;(;O
8441;الصيف;O
8442;);O
8443;تشهد;O
8444;البلاد;O
8445;الكثير;O
8446;اشعه;O
8447;الشمس;O
8448;يجعل;O
8449;الوقت;O
8450;المثالي;O
8451;للمشي;O
8452;الجبال;O
8453;واستكشاف;O
8454;المدن;O
8455;الكبري;O
8456;انك;O
8457;ستواجه;O
8458;الحشود;O
8459;مناطق;O
8460;الجذب;O
8461;السياحي;O
8462;الشهيره;O
8463;وعلي;O
8464;طول;O
8465;الساحل;B-LF
8466;ديسمبر;O
8467;مارس;O
8468;(;O
8469;الشتاء;O
8470;);O
8471;الطقس;O
8472;باردا;B-WH
8473;وجود;O
8474;الكثير;O
8475;الثلج;O
8476;الجبال;O
8477;يجعل;O
8478;الوقت;O
8479;مثاليا;O
8480;لاولئك;O
8481;يريدون;O
8482;المشاركه;O
8483;الرياضات;O
8484;الشتويه;O
8485;التزلج;B-AC
8486;وقت;O
8487;لطيف;O
8488;السنه;O
8489;لزياره;O
8490;القري;O
8491;الصغيره;O
8492;حافه;O
8493;جبال;B-LF
8494;الالب;I-LF
8495;بفضل;O
8496;المناظر;O
8497;الطبيعيه;O
8498;الخلابه;O
8499;مدينه;O
8500;(;O
8501;);O
8502;الفرنسيه;O
8503;سوي;O
8504;القريه;O
8505;الصغيره;O
8506;يعيش;O
8507;الصيادون;O
8508;واستمر;O
8509;القرن;O
8510;التاسع;O
8511;عشر;O
8512;حتي;O
8513;صارت;O
8514;اهم;O
8515;وابرز;O
8516;المدن;O
8517;مستوي;O
8518;العالم;O
8519;وذلك;O
8520;بفضل;O
8521;مهرجانها;O
8522;السينمائي;O
8523;الدولي;O
8524;يترقبه;O
8525;العالم;O
8526;عام;O
8527;تتميز;O
8528;المدينه;O
8529;بسواحلها;O
8530;الساحره;O
8531;وطبيعتها;O
8532;الخلابه;O
8533;بمناخها;B-WH
8534;المعتدل;I-WC
8535;وتعتبر;O
8536;الان;O
8537;واحده;O
8538;افخم;O
8539;المدن;O
8540;الفرنسيه;O
8541;الاطلاق;O
8542;تقع;O
8543;جمهوريه;O
8544;المانيا;B-LOC
8545;الاتحاديه;O
8546;قلب;O
8547;اوروبا;B-LOC
8548;وبالتحديد;O
8549;بالنصف;O
8550;الشمالي;O
8551;القاره;O
8552;ويحدها;O
8553;الشمال;O
8554;بحر;B-LF
8555;الشمال;I-LF
8556;والدنمارك;B-LOC
8557;الجنوب;O
8558;سويسرا;B-LOC
8559;تعد;O
8560;انشط;O
8561;الدول;O
8562;السياحيه;O
8563;وتبلغ;O
8564;مساحتها;O
8565;حوالي;O
8566;357021;O
8567;كيلومترا;O
8568;مر\ufeffبعا\ufeff;O
8569;تشتهر;O
8570;دوله;O
8571;المانيا;B-LOC
8572;بمدنها;O
8573;الكبيره;O
8574;وابرزها;O
8575;مدينه;O
8576;برلين;B-LOC
8577;العاصمه;O
8578;\ufeff\ufeffفرانكفرت\ufeff\ufeff;O
8579;تقع;O
8580;مدينه;O
8581;فرانكفرت;O
8582;\ufeff\ufeff;O
8583;وسط;O
8584;غرب;O
8585;المانيا;B-LOC
8586;وتشتهر;O
8587;بنشاطها;O
8588;التجاري;O
8589;والمالي;O
8590;بالاضافه;O
8591;المباني;O
8592;الشاهقه;O
8593;والمتاحف;O
8594;والمسارح;O
8595;وتجدر;O
8596;الاشاره;O
8597;مطار;O
8598;فرانكفورت;B-LOC
8599;اضخم;O
8600;مطارات;O
8601;العالم;O
8602;اجمل;O
8603;المعالم;O
8604;السياحيه;O
8605;ننصحك;O
8606;بزيارتها;O
8607;نذكر;O
8608;متحف;O
8609;شتيدل;O
8610;ومنتزه;O
8611;بيتمان;O
8612;بارك;O
8613;وبرج;O
8614;فرانكفورت;B-LOC
8615;الرئيسي;O
8616;وغيرها;O
8617;تعتبر;O
8618;اللغه;O
8619;التشيكيه;B-LG
8620;اللغه;O
8621;الرسميه;O
8622;يتحدث;O
8623;للسواد;O
8624;الاعظم;O
8625;سكان;O
8626;التشيك;O
8627;وتتقارب;O
8628;اللغه;O
8629;اللغه;O
8630;السلوفاكيه;B-LG
8631;حد;O
8632;كبير;O
8633;باعتبارها;O
8634;اللغات;O
8635;السلافيه;B-LG
8636;الغربيه;O
8637;تزخر;O
8638;السياحه;O
8639;بيلاروسيا;O
8640;بمقومات;O
8641;سياحيه;O
8642;كثيره;O
8643;ومميزه;O
8644;وبالرغم;O
8645;كونها;O
8646;دوله;O
8647;حبيسه;O
8648;ساحليه;O
8649;انها;O
8650;تنعم;O
8651;بمجموعه;O
8652;اجمل;O
8653;البحيرات;B-LF
8654;والانهار;B-LF
8655;الاحجام;O
8656;المختلفه;O
8657;علاوه;O
8658;الغابات;B-LF
8659;الكثيفه;I-LF
8660;المساحات;O
8661;الواسعه;O
8662;تشكل;O
8663;40;O
8664;%;O
8665;مساحتها;O
8666;فضلا;O
8667;الاجواء;O
8668;المناخيه;O
8669;الرائعه;O
8670;تجذب;O
8671;السائحين;O
8672;تتيح;O
8673;بيلاروسيا;O
8674;روسيا;B-LOC
8675;البيضاء;O
8676;استكشاف;B-AC
8677;الحياه;I-AC
8678;البريه;I-AC
8679;المحليه;O
8680;وابرزها;O
8681;البيسون;O
8682;الاوروبي;O
8683;النادر;O
8684;والمناطق;O
8685;الريفيه;O
8686;والمنتزهات;O
8687;الترفيهيه;O
8688;والقيام;B-AC
8689;بالرحلات;I-AC
8690;النهريه;I-AC
8691;بالاضافه;O
8692;المعالم;O
8693;التاريخيه;O
8694;الجميله;O
8695;كالقلاع;O
8696;والحصون;O
8697;والمتاحف;O
8698;وغيرها;O
8699;الكثير;O
8700;يعرف;O
8701;شعب;O
8702;بيلاروسيا;B-LOC
8703;بكونه;O
8704;شعب;O
8705;ودود;O
8706;ومضياف;O
8707;للغايه;O
8708;تميز;O
8709;فصل;O
8710;الصيف;O
8711;بيلاروسيا;O
8712;بطقسه;B-WH
8713;المعتدل;I-WC
8714;تتراوح;O
8715;درجات;O
8716;الحراره;O
8717;(;O
8718;12;O
8719;–;O
8720;25;O
8721;);O
8722;درجه;O
8723;مئويه;O
8724;الموسم;O
8725;الاكثر;O
8726;دفئا;O
8727;موسم;O
8728;الذروه;O
8729;السياحيه;O
8730;روسيا;B-LOC
8731;البيضاءوخلال;O
